,Unnamed: 0,state_x,midwest,zip,cbsa_code,city,state_y,team,msa
6916,5117,41,1,44134,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6998,5172,41,1,44118,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
7071,5217,41,1,44070,17460,NORTH OLMSTED,OH,CLE,"Cleveland-Elyria-Mentor, OH"
21946,8140,1,2,44108,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22102,2006,3,1,44102,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22118,2020,3,1,44256,17460,MEDINA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22122,2023,3,1,44134,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22127,2028,3,1,44054,17460,SHEFFIELD LAKE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22128,2029,3,1,44109,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22141,2038,3,1,44121,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22142,2039,3,1,44124,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22170,2058,3,1,44035,17460,ELYRIA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22171,2059,3,1,44118,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22176,2064,3,1,44105,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22177,2065,3,2,44147,17460,BROADVIEW HEIGHTS,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22193,2077,3,1,44141,17460,BRECKSVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22198,2082,3,1,44109,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22216,2093,3,1,44203,17460,BARBERTON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22219,2094,3,1,44203,17460,BARBERTON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22236,2109,3,1,44256,17460,MEDINA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22246,2114,3,2,44077,17460,PAINESVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22248,2116,3,1,44012,17460,AVON LAKE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22261,2128,3,1,44024,17460,CHARDON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22272,2138,3,1,44109,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22275,2140,3,2,44120,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22282,2146,3,1,44052,17460,LORAIN,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22286,2150,3,1,44055,17460,LORAIN,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22311,2168,3,1,44102,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22314,2171,3,2,44115,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22316,2173,3,1,44132,17460,EUCLID,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22318,2175,3,1,44101,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22324,2178,3,2,44128,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22325,2179,3,1,44115,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22329,2183,3,1,44102,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22331,2185,3,2,44120,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22333,2187,3,1,44125,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22337,2191,3,1,44112,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22339,2193,3,1,44114,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22350,2201,3,1,44111,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22351,2202,3,1,44127,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22354,2205,3,1,44105,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22355,2206,3,1,44108,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22357,2208,3,1,44128,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
