State,Midwest,Midwesterner,Born,Ideology,Partyregaff,Age,race,otehistory,education,gender,zip,weight
7,2,2,15,3,2,2,2,1,4,1,80915,1.48
7,1,1,20,2,2,7,2,1,2,2,80911,0.15
7,2,2,7,2,2,1,3,1,1,2,80909,1.58
7,1,2,56,2,2,2,2,1,1,1,80909,1.01
7,2,2,29,3,2,4,2,1,4,2,80903,0.82
7,2,2,43,3,2,2,2,1,3,2,80903,1.46
7,2,2,7,3,2,4,2,1,4,2,80831,0.82
7,2,2,6,3,2,5,2,1,4,2,80817,0.35
7,2,2,33,2,2,4,2,1,1,2,80751,0.48
7,2,2,7,3,2,5,1,4,3,3,80747,1.01
7,2,2,42,2,2,4,3,1,4,1,80550,0.41
7,2,2,7,2,2,3,2,3,4,1,80549,0.33
7,2,2,20,1,2,3,3,1,3,1,80549,0.72
7,2,2,7,3,2,3,2,1,1,1,80543,0.51
7,2,2,27,2,2,7,2,1,4,1,80537,0.25
7,2,2,2,3,2,4,2,1,4,1,80528,0.63
7,1,2,38,2,2,3,1,4,1,2,80526,1.55
7,1,2,38,2,2,3,1,4,1,2,80526,1.55
7,2,2,7,3,2,4,2,1,5,2,80525,1.31
7,2,2,51,3,2,3,2,1,5,2,80525,1.16
7,1,1,7,3,2,3,2,1,4,1,80520,0.75
7,2,1,53,3,2,1,2,4,2,2,80516,0.61
7,2,2,6,3,2,3,2,1,4,2,80503,0.73
7,2,2,7,3,2,2,1,1,4,2,80401,3.09
7,2,2,53,2,2,6,2,1,5,1,80401,0.73
7,1,1,51,2,2,3,2,1,3,1,80247,1.11
7,2,2,7,3,2,4,2,1,2,1,80234,1.03
7,2,2,29,3,2,4,2,1,5,2,80231,1.31
7,2,2,7,3,2,1,3,1,2,2,80223,2.08
7,1,1,7,2,2,2,1,1,4,2,80222,3.09
7,2,2,7,3,2,3,2,1,4,2,80220,0.73
7,2,2,7,3,2,5,2,1,4,1,80219,1.24
7,1,1,7,3,2,7,3,1,5,2,80219,0.30
7,1,2,7,2,2,4,4,1,3,2,80215,1.46
7,2,1,18,3,2,2,2,1,4,1,80209,1.48
7,2,1,57,3,2,2,2,1,5,1,80209,2.02
7,2,2,13,3,2,3,2,4,4,1,80206,0.72
7,2,1,27,3,2,2,2,1,4,2,80206,0.99
7,1,1,7,2,2,1,3,4,3,2,80205,1.08
7,1,1,7,2,2,4,4,4,3,3,80205,0.62
7,1,2,36,3,2,3,2,1,3,1,80205,1.11
7,2,2,41,2,2,2,2,1,4,2,80205,0.99
7,1,1,41,2,2,3,2,1,4,2,80205,0.73
7,1,1,7,2,2,4,5,3,1,2,80204,0.13
7,2,2,7,3,2,3,3,1,4,1,80204,0.49
7,1,1,35,2,2,4,2,2,4,2,80125,0.63
7,2,1,18,3,2,5,2,1,5,1,80120,1.69
7,2,2,37,3,2,3,2,1,3,2,80111,1.08
7,1,1,7,2,2,1,2,1,1,1,80033,1.80
7,1,1,7,3,2,3,2,3,1,2,80033,0.19
7,1,1,7,3,2,1,2,1,1,2,80023,1.55
7,2,2,7,3,2,4,2,1,3,1,80022,0.93
7,2,2,7,3,2,3,1,1,3,2,80022,3.39
7,1,1,44,2,2,3,2,1,3,1,80020,1.11
7,2,2,7,2,2,4,3,1,1,1,80017,0.28
7,2,2,40,2,2,3,2,1,4,1,80015,0.75
7,1,2,2,2,2,1,1,1,4,1,80013,7.05
7,1,1,7,2,2,3,3,1,3,2,80012,1.10
7,1,1,57,3,2,3,2,1,3,1,80011,1.11
7,2,2,6,2,2,3,3,1,3,1,80010,0.72
7,1,2,6,2,2,1,2,4,1,2,80010,0.74
7,2,2,7,3,2,3,5,1,1,1,80010,0.27
42,1,2,42,2,2,3,2,2,3,2,74851,1.03
42,2,2,6,3,2,4,5,1,5,2,74820,2.47
42,1,2,42,2,2,4,2,2,1,1,74637,2.24
42,1,1,42,3,2,3,2,4,4,1,74601,0.76
42,2,2,42,1,2,5,2,4,1,2,74578,0.89
42,2,2,42,2,2,7,2,1,2,2,74525,0.27
42,2,2,42,3,2,3,2,1,3,1,74464,1.07
42,1,2,42,2,2,5,2,2,3,2,74437,1.40
42,2,2,42,3,2,4,2,1,1,1,74403,0.53
42,2,2,42,3,2,2,2,1,5,1,74192,4.33
42,1,2,42,2,2,4,2,2,4,1,74136,1.48
42,2,2,42,2,2,1,2,4,4,1,74134,1.02
42,1,2,42,3,2,3,3,4,1,2,74133,1.09
42,1,2,42,3,2,3,2,1,1,1,74133,0.78
42,2,2,27,3,2,7,2,1,3,2,74129,0.24
42,1,1,42,2,2,4,2,4,1,1,74129,0.89
42,1,1,19,3,2,5,2,1,3,2,74128,1.22
42,1,1,38,3,2,3,2,1,5,2,74120,1.67
42,1,1,42,3,2,5,2,4,4,1,74120,0.99
42,1,2,42,2,2,3,2,4,2,2,74119,0.74
42,1,1,42,2,2,3,1,1,1,1,74112,2.96
42,2,2,28,3,2,3,2,1,3,2,74074,1.10
42,1,1,42,2,2,2,5,4,3,2,74061,4.58
42,1,2,42,3,2,1,5,1,3,1,74033,3.27
42,1,2,11,2,2,4,2,1,3,2,74017,0.74
42,1,1,42,2,2,3,2,1,4,1,74016,0.82
42,2,2,42,2,2,4,2,4,3,2,74008,0.57
42,2,2,42,3,2,5,2,1,3,2,73742,1.22
42,1,1,35,2,2,3,2,2,4,2,73644,0.87
42,1,1,42,2,2,1,2,2,1,1,73533,2.60
42,1,1,29,3,2,1,3,1,1,1,73505,1.71
42,1,1,42,2,2,4,3,1,1,1,73505,0.83
42,2,1,42,2,2,2,2,4,4,1,73505,0.46
42,1,2,42,2,2,5,2,4,1,2,73505,0.89
42,2,2,53,3,2,3,5,4,3,2,73505,1.40
42,2,2,42,3,2,5,2,1,4,2,73401,0.87
42,1,1,42,2,2,1,2,1,3,1,73401,1.49
42,1,2,42,1,2,4,3,4,4,2,73170,0.72
42,2,2,51,3,2,3,2,1,4,2,73160,0.78
42,1,1,42,2,2,1,3,1,4,2,73142,1.62
42,1,1,51,3,2,4,2,1,5,1,73132,0.52
42,1,1,5,3,2,6,2,1,4,2,73127,0.41
42,1,1,55,3,2,7,2,1,5,2,73127,0.36
42,1,1,42,2,2,4,2,1,5,2,73120,1.12
42,2,2,6,3,2,3,2,1,1,2,73119,0.77
42,1,2,42,2,2,3,1,4,1,1,73119,3.74
42,2,2,23,3,2,4,2,1,4,1,73115,0.55
42,2,2,42,2,2,3,3,1,2,1,73114,1.95
42,1,1,20,3,2,1,2,4,3,2,73106,0.82
42,1,1,56,3,2,3,2,1,1,1,73106,0.78
42,1,1,16,3,2,3,3,1,3,1,73099,1.68
42,2,2,42,3,2,4,2,4,3,2,73034,0.57
42,2,2,42,3,2,2,2,1,3,1,73020,5.99
42,2,1,28,3,2,1,2,4,1,1,73013,1.34
42,2,2,42,3,2,7,2,1,1,2,73008,0.16
42,1,1,42,3,2,6,2,1,2,2,73003,0.67
35,1,1,35,1,2,1,2,1,5,2,68873,1.99
35,1,2,2,3,2,1,2,1,4,2,68801,2.19
35,1,1,35,2,2,1,2,4,4,2,68776,1.04
35,1,1,44,3,2,5,1,4,1,2,68731,2.71
35,2,1,35,2,2,1,1,2,1,1,68701,4.25
35,1,1,35,3,2,4,2,1,3,1,68701,0.71
35,2,2,35,2,2,1,1,4,1,2,68601,3.32
35,1,1,35,2,2,1,2,4,1,1,68516,1.49
35,1,1,35,3,2,1,2,4,1,2,68508,0.83
35,1,2,35,2,2,4,2,1,1,1,68508,1.74
35,1,1,35,1,2,4,2,1,3,1,68506,0.71
35,1,1,35,3,2,2,2,1,4,2,68506,1.50
35,1,1,5,3,2,4,2,1,3,2,68502,0.63
35,1,1,35,3,2,3,2,4,1,2,68502,0.70
35,1,1,35,3,2,2,2,1,4,2,68502,1.50
35,1,1,35,2,2,5,2,4,1,2,68463,0.68
35,1,1,35,3,2,3,2,1,3,1,68410,1.84
35,1,1,49,2,2,4,2,1,5,2,68376,0.68
35,1,1,31,3,2,3,3,1,2,1,68164,1.40
35,1,1,35,3,2,4,2,1,2,2,68164,0.59
35,1,1,16,2,2,1,2,4,1,2,68154,0.83
35,1,1,35,3,2,3,3,1,3,1,68154,1.55
35,1,1,29,3,2,4,3,1,3,2,68147,0.53
35,1,1,35,3,2,4,2,1,4,1,68137,0.76
35,1,1,35,3,2,3,2,1,3,2,68135,1.34
35,1,1,35,1,2,1,2,1,4,1,68135,3.13
35,1,1,35,3,2,2,3,1,2,1,68133,1.11
35,1,1,13,2,2,2,3,1,1,2,68132,2.17
35,1,1,20,3,2,4,2,1,4,2,68130,0.75
35,1,1,35,2,2,3,2,4,1,2,68130,0.70
35,1,1,16,2,2,7,2,1,3,2,68124,0.28
35,1,1,29,2,2,5,2,1,3,2,68122,0.60
35,1,1,35,3,2,5,2,1,5,2,68116,0.65
35,1,1,35,2,2,7,2,4,3,1,68114,0.36
35,1,2,11,2,2,4,1,1,4,2,68113,2.99
35,1,1,35,2,2,5,3,1,2,2,68112,0.47
35,1,1,35,1,2,5,3,1,1,2,68111,1.03
35,1,1,35,2,2,3,2,4,3,2,68105,0.96
35,1,1,35,2,2,2,1,1,4,2,68105,6.01
35,2,1,35,2,2,1,3,1,3,2,68104,1.55
35,1,1,35,2,2,4,2,2,5,1,68104,1.43
35,1,1,35,3,2,1,2,4,3,2,68028,1.14
35,1,1,35,3,2,4,2,1,4,2,68023,0.75
35,1,1,35,2,2,4,2,1,3,1,68022,0.71
35,1,1,35,3,2,5,2,1,4,1,68007,1.15
35,1,1,35,2,2,4,1,1,4,1,68005,3.04
35,1,1,35,1,2,3,2,1,5,1,68001,1.90
20,1,1,56,2,2,3,2,1,1,2,67642,0.49
20,1,1,20,2,2,4,2,2,3,1,67522,1.16
20,1,1,17,3,2,1,2,1,1,3,67460,1.05
20,1,2,6,2,2,4,2,2,1,1,67401,1.28
20,1,1,20,3,2,3,2,1,2,1,67401,1.23
20,1,1,20,2,2,4,2,3,1,1,67333,0.40
20,1,1,20,2,2,4,2,1,1,2,67301,0.78
20,1,1,20,3,2,5,5,1,1,1,67219,1.46
20,1,1,20,3,2,5,2,1,3,2,67216,0.81
20,1,1,20,3,2,4,3,1,5,1,67216,0.84
20,1,1,20,2,2,1,2,1,3,2,67211,1.22
20,1,2,39,2,2,3,1,1,3,2,67211,4.20
20,1,2,20,1,2,1,2,2,1,1,67210,2.70
20,1,2,37,2,2,4,4,1,3,1,67206,3.16
20,1,1,20,1,2,1,2,4,1,1,67205,1.52
20,1,1,20,2,2,4,2,4,2,2,67114,0.40
20,1,1,20,3,2,1,2,1,4,2,67101,1.92
20,1,2,20,2,2,4,2,1,3,2,67060,1.49
20,1,1,20,1,2,3,2,3,2,2,67030,0.27
20,1,1,20,1,2,3,2,4,4,2,67030,0.52
20,1,1,20,2,2,4,3,1,2,1,67005,0.80
20,1,2,20,2,2,3,2,1,5,1,66856,1.28
20,1,1,20,3,2,3,2,2,3,2,66842,0.98
20,1,1,18,2,2,2,2,1,3,2,66830,1.97
20,1,1,16,2,2,4,2,4,1,2,66762,0.42
20,1,1,20,2,2,4,2,1,4,2,66762,2.18
20,1,1,20,3,2,1,2,1,4,1,66743,1.71
20,1,1,20,2,2,4,2,4,1,2,66739,0.42
20,1,1,11,3,2,3,3,1,4,2,66604,0.84
20,2,1,42,2,2,1,2,2,1,2,66603,1.86
20,1,2,18,1,2,5,5,1,3,2,66441,1.01
20,1,1,20,3,2,3,2,1,4,1,66401,1.38
20,1,1,49,2,2,5,2,1,4,2,66226,1.19
20,1,2,27,3,2,4,2,1,3,2,66216,1.49
20,1,1,20,3,2,4,2,1,5,2,66214,1.27
20,2,2,20,2,2,3,1,1,1,2,66212,2.21
20,2,2,20,2,2,1,4,4,4,1,66210,1.22
20,1,1,27,2,2,3,2,1,4,1,66209,1.38
20,1,1,16,3,2,4,2,1,5,2,66205,1.27
20,1,1,13,2,2,3,2,3,3,1,66202,0.52
20,1,1,20,2,2,5,3,1,4,2,66112,0.72
20,1,1,20,2,2,5,5,2,3,2,66109,1.25
20,1,1,20,3,2,1,3,2,1,1,66109,2.33
20,1,1,20,2,2,3,3,1,3,1,66104,0.91
20,1,1,38,2,2,3,3,4,4,1,66086,0.31
20,2,2,20,2,2,7,2,1,5,2,66062,0.20
20,1,1,20,3,2,3,2,1,1,1,66062,0.81
20,1,1,29,2,2,1,3,1,4,2,66062,1.65
20,1,1,35,3,2,1,2,1,3,2,66062,1.22
20,1,1,6,2,2,4,2,2,4,2,66052,1.10
20,1,1,20,2,2,1,5,1,5,1,66050,1.95
20,1,1,20,3,2,4,4,1,5,2,66046,2.51
20,1,1,23,3,2,5,2,1,5,2,66044,0.69
49,2,2,49,2,2,1,1,3,1,2,57770,1.47
49,1,1,49,2,2,5,5,1,3,2,57770,2.54
49,1,1,49,3,2,3,5,1,3,1,57764,2.90
49,1,1,58,2,2,7,2,1,4,2,57730,0.36
49,1,2,44,3,2,5,2,1,4,1,57719,1.52
49,1,2,49,3,2,1,2,1,3,2,57701,1.78
49,1,1,49,3,2,4,2,2,3,1,57701,1.84
49,1,1,49,2,2,2,1,1,3,1,57701,7.21
49,1,2,49,2,2,3,5,1,1,1,57625,2.47
49,1,1,49,2,2,3,2,3,1,1,57401,0.65
49,1,1,49,3,2,4,2,1,3,2,57325,1.31
49,1,1,28,1,2,6,2,1,4,2,57201,0.85
49,1,1,57,2,2,2,2,3,2,2,57201,0.87
49,1,1,34,2,2,4,2,1,3,2,57201,1.31
49,1,1,3,3,2,3,2,4,3,2,57110,1.17
49,1,2,44,3,2,4,2,1,4,2,57107,0.97
49,1,2,33,2,2,4,5,4,3,1,57107,2.78
49,1,1,20,3,2,3,2,3,5,2,57106,0.39
49,1,1,49,3,2,1,2,4,1,1,57106,1.02
49,1,1,49,3,2,4,2,1,1,2,57106,1.12
49,1,1,49,2,2,3,2,1,3,2,57106,1.19
49,1,1,49,2,2,4,2,1,2,1,57106,1.36
49,1,1,2,3,2,5,2,1,3,2,57105,1.30
49,1,1,49,3,2,4,2,1,3,2,57105,1.31
49,1,1,43,3,2,5,2,1,4,2,57104,0.97
49,1,1,49,2,2,3,2,2,3,2,57104,1.80
49,1,1,49,3,2,4,2,4,2,2,57103,1.18
49,1,1,49,3,2,5,2,1,4,2,57078,0.97
49,1,1,49,2,2,5,2,1,3,2,57078,1.30
49,1,1,49,2,2,4,2,1,3,2,57069,1.31
49,1,1,49,2,2,1,2,1,3,2,57069,1.78
49,1,1,49,2,2,3,2,1,3,2,57039,1.19
49,1,1,49,3,2,4,2,1,1,2,57006,1.12
49,1,1,49,2,2,5,2,1,3,2,57006,1.30
49,1,1,49,3,2,6,5,1,3,2,55555,2.24
16,1,1,16,2,2,5,2,2,4,2,52807,1.25
16,1,1,16,3,2,3,3,1,1,2,52804,1.70
16,1,1,28,3,2,3,2,1,4,1,52768,1.09
16,1,1,16,3,2,3,2,1,4,2,52632,0.96
16,1,1,13,2,2,5,3,1,4,2,52556,2.39
16,2,2,6,3,2,3,1,2,1,1,52501,1.50
16,1,1,16,1,2,3,2,1,1,1,52501,1.16
16,1,1,16,3,2,5,5,1,5,2,52411,1.74
16,1,1,28,3,2,3,2,1,3,2,52405,1.06
16,1,1,16,2,2,1,2,3,2,3,52404,0.64
16,1,1,16,2,2,3,2,4,4,1,52404,0.90
16,1,1,16,1,2,1,4,1,4,1,52402,1.37
16,1,1,16,2,2,1,2,1,1,2,52402,1.57
16,1,1,23,1,2,3,2,1,3,1,52402,1.21
16,1,1,16,2,2,4,2,1,3,2,52302,1.37
16,1,1,28,3,2,7,2,1,5,2,52253,0.26
16,1,1,57,3,2,1,2,4,2,2,52246,1.00
16,1,1,16,3,2,4,1,1,3,2,52240,5.71
16,1,1,16,2,2,4,2,4,4,1,52224,0.68
16,1,1,16,3,2,5,2,1,4,2,52202,1.62
16,1,1,16,3,2,1,2,4,3,2,52001,0.77
16,1,1,16,3,2,3,2,1,3,2,52001,1.06
16,1,1,16,3,2,7,2,1,4,1,51503,0.35
16,1,1,18,2,2,4,2,4,1,1,51346,0.71
16,1,1,16,3,2,3,2,1,5,1,51301,0.57
16,1,1,16,3,2,3,2,1,5,1,51301,0.57
16,1,1,16,1,2,4,2,4,3,2,51301,0.65
16,1,1,16,2,2,4,2,1,4,2,51105,1.24
16,1,1,16,2,2,5,2,1,4,2,51041,1.62
16,1,1,16,2,2,1,2,1,4,2,50835,1.31
16,1,1,16,2,2,3,2,2,2,2,50801,1.07
16,1,1,16,3,2,4,3,1,4,2,50703,1.83
16,1,1,16,3,2,4,2,4,1,1,50702,0.71
16,1,2,51,2,2,3,2,2,3,2,50702,0.82
16,1,1,18,3,2,6,2,1,5,2,50701,0.92
16,1,1,16,2,2,4,2,1,3,2,50677,1.37
16,1,1,16,3,2,4,5,1,4,2,50675,1.18
16,1,1,16,3,2,1,2,4,1,2,50613,0.81
16,2,2,#NULL!,2,2,2,2,2,2,2,50562,1.15
16,1,1,16,3,2,4,2,1,4,2,50458,1.24
16,1,1,16,2,2,3,2,2,4,2,50327,0.82
16,1,2,5,2,2,3,2,1,1,1,50322,1.16
16,1,1,16,1,2,3,3,1,1,1,50320,1.71
16,1,1,41,3,2,4,2,1,3,1,50312,1.29
16,1,1,29,2,2,4,3,4,3,1,50278,0.70
16,1,1,16,3,2,4,2,1,3,2,50266,1.37
16,1,1,16,3,2,1,1,1,4,1,50265,1.38
16,1,1,16,3,2,3,2,1,5,1,50263,0.57
16,1,1,18,2,2,3,2,1,5,2,50156,1.09
16,1,1,16,3,2,6,2,1,5,2,50125,0.92
16,1,1,16,3,2,2,2,1,4,3,50049,2.24
16,1,2,16,2,2,4,2,1,1,1,50025,1.24
16,1,1,16,2,2,2,2,1,3,2,50023,1.49
16,1,1,16,3,2,1,2,4,3,2,50021,0.77
16,1,1,16,2,2,1,2,1,3,1,50010,1.18
16,1,1,16,3,2,2,2,1,4,2,50009,1.34
21,1,2,5,1,2,4,5,3,3,2,47424,0.15
21,2,2,21,1,2,4,2,2,1,2,42718,0.46
21,2,2,21,1,2,3,2,2,1,1,42653,0.49
21,2,2,21,2,2,4,2,4,1,2,42633,0.37
21,2,1,21,2,2,1,2,3,2,1,42378,0.52
21,1,2,21,2,2,4,2,2,3,2,42330,0.60
21,2,2,21,2,2,1,2,1,4,1,42303,1.07
21,2,2,21,2,2,3,2,2,2,1,42301,0.65
21,2,2,21,3,2,7,2,1,3,1,42261,0.30
21,2,2,19,3,2,4,2,1,4,2,42240,1.14
21,2,2,21,2,2,3,2,1,3,1,42129,1.68
21,2,2,21,2,2,3,2,3,4,2,42104,0.57
21,2,2,21,3,2,3,2,1,4,1,42101,1.02
21,1,1,21,3,2,2,1,2,2,2,42066,0.80
21,2,2,21,1,2,2,3,1,3,2,42056,4.16
21,2,2,21,2,2,4,2,1,1,1,42025,1.69
21,2,2,21,2,2,6,2,1,1,1,41660,1.16
21,2,2,21,3,2,4,2,1,2,1,41501,1.04
21,2,2,41,3,2,4,2,2,3,2,41301,0.60
21,2,2,21,2,2,3,2,1,3,2,41240,0.78
21,1,2,58,2,2,1,2,4,3,1,41143,0.78
21,2,2,58,3,2,7,2,1,3,2,41102,0.11
21,2,2,21,1,2,3,2,1,4,2,41101,1.20
21,1,1,21,2,2,2,2,3,1,1,41076,0.55
21,1,1,21,3,2,1,2,4,1,2,41075,0.59
21,1,1,1,2,2,5,5,1,4,2,41071,1.05
21,2,2,41,3,2,5,2,1,3,2,41051,0.37
21,1,1,6,3,2,4,4,1,5,2,41048,0.11
21,1,1,21,3,2,3,2,1,5,1,41042,1.02
21,2,2,21,2,2,5,2,2,3,2,41008,0.93
21,2,2,21,3,2,5,2,1,5,2,40915,0.62
21,2,2,21,3,2,5,2,1,4,2,40831,1.19
21,2,2,21,3,2,4,2,1,5,3,40741,1.30
21,2,2,21,3,2,4,2,3,4,1,40517,0.36
21,2,2,51,2,2,2,2,4,4,1,40517,0.59
21,2,2,21,3,2,2,2,1,4,2,40509,1.12
21,2,2,58,3,2,3,2,1,5,1,40509,1.02
21,2,2,21,2,2,5,2,1,5,2,40504,0.62
21,2,1,21,1,2,4,3,4,2,2,40504,0.68
21,2,2,21,3,2,3,2,1,3,2,40504,0.78
21,1,1,21,3,2,3,2,1,4,1,40504,1.02
21,2,2,21,2,2,4,3,1,3,2,40475,0.67
21,2,2,21,2,2,3,2,4,1,2,40447,0.49
21,2,2,21,2,2,1,2,4,4,2,40440,1.04
21,2,2,21,2,2,3,2,1,3,2,40391,0.78
21,2,2,21,3,2,4,2,1,5,2,40380,0.43
21,2,2,42,2,2,5,5,1,3,2,40360,0.38
21,2,2,21,2,2,3,2,1,4,1,40360,1.02
21,2,2,21,2,2,3,2,1,3,2,40299,0.78
21,2,2,21,3,2,3,2,3,3,2,40272,0.19
21,2,2,21,2,2,6,2,1,4,1,40253,0.84
21,1,1,21,2,2,2,3,1,3,1,40245,9.86
21,1,1,41,3,2,2,2,1,5,1,40220,2.92
21,1,1,21,2,2,4,3,1,3,2,40218,0.67
21,2,2,33,3,2,4,2,1,5,1,40217,0.41
21,1,2,53,2,2,4,3,3,3,1,40216,0.31
21,1,1,21,3,2,1,2,1,1,1,40215,3.10
21,2,2,21,2,2,4,2,3,1,2,40212,0.18
21,1,2,21,3,2,5,2,1,4,2,40210,1.19
21,2,2,50,3,2,4,2,1,4,1,40208,0.97
21,1,1,21,2,2,1,2,4,3,2,40182,0.48
21,2,2,21,2,2,3,2,1,1,1,40175,4.19
21,2,2,21,3,2,4,3,1,5,1,40160,0.84
21,1,1,21,2,2,3,2,4,3,2,40026,0.40
58,2,2,23,2,2,3,2,4,2,1,26764,1.83
58,2,2,24,3,2,1,3,4,3,2,26726,0.91
58,2,2,58,1,2,5,2,2,2,2,26704,3.12
58,2,2,15,2,2,5,4,2,3,1,26554,1.00
58,2,2,58,2,2,5,2,1,4,2,26554,1.13
58,2,1,3,3,2,2,2,3,4,1,26554,1.68
58,1,2,58,2,2,4,2,1,3,1,26501,0.99
58,2,2,58,2,2,1,2,1,5,2,26501,1.80
58,1,1,58,1,2,1,1,1,1,1,26456,2.06
58,1,2,58,2,2,1,2,2,1,1,26354,5.43
58,1,1,58,3,2,1,2,1,3,1,26301,2.12
58,1,2,58,2,2,3,2,4,1,2,26280,1.38
58,2,2,44,2,2,7,2,1,5,2,26205,0.35
58,2,2,58,2,2,5,2,3,4,1,26155,0.30
58,2,2,58,3,2,2,2,1,4,2,26104,1.18
58,2,2,58,3,2,4,2,1,2,2,26101,1.07
58,2,2,41,3,2,4,2,1,4,2,26070,0.98
58,2,2,58,3,2,5,2,2,3,2,26062,3.34
58,2,2,58,3,2,3,2,1,5,2,26003,0.82
58,2,2,41,3,2,5,2,1,4,2,26003,1.13
58,2,2,53,3,2,4,2,4,4,1,25981,1.15
58,1,1,58,2,2,3,2,4,1,2,25951,1.38
58,2,2,6,3,2,4,1,1,3,1,25876,0.95
58,2,2,58,3,2,5,2,1,4,1,25831,1.00
58,2,2,58,1,2,4,2,4,3,1,25801,1.34
58,2,2,58,1,2,4,2,2,3,1,25801,2.50
58,2,2,41,3,2,4,3,1,3,2,25705,1.65
58,1,2,58,2,2,3,2,4,1,1,25705,1.98
58,2,1,58,3,2,4,3,1,1,1,25701,1.45
58,2,2,58,3,2,3,3,1,3,2,25701,1.46
58,1,1,58,2,2,2,2,3,3,1,25674,1.96
58,2,1,58,2,2,3,2,2,3,2,25649,2.55
58,2,2,58,2,2,4,2,2,3,1,25526,2.50
58,2,2,58,2,2,3,2,2,1,2,25515,2.58
58,2,2,58,3,2,3,2,1,4,2,25510,0.86
58,2,2,58,3,2,1,2,4,1,2,25504,3.07
58,2,2,24,3,2,3,1,1,4,1,25428,1.19
58,2,2,27,2,2,4,4,1,4,1,25425,0.29
58,2,2,44,3,2,5,2,1,5,1,25425,0.95
58,2,2,58,2,2,3,2,1,2,1,25420,1.35
58,2,2,24,3,2,4,2,1,3,1,25419,0.99
58,2,2,41,3,2,7,2,1,3,1,25411,0.59
58,2,2,5,3,2,5,2,1,5,1,25405,0.95
58,2,1,53,2,2,3,3,1,1,2,25404,1.48
58,2,1,6,2,2,1,2,4,5,2,25404,2.45
58,2,2,58,2,2,3,2,4,1,1,25314,1.98
58,2,2,58,2,2,2,2,1,4,1,25313,5.55
58,2,2,58,2,2,7,2,3,3,1,25311,0.18
58,2,2,41,1,2,4,3,4,3,1,25311,0.41
58,2,2,41,3,2,4,3,2,3,1,25311,0.41
58,2,2,58,3,2,4,2,1,4,1,25311,0.85
58,1,1,58,2,2,1,3,4,1,2,25311,0.93
58,2,2,58,3,2,4,2,1,5,2,25301,0.93
58,2,2,58,3,2,3,2,1,4,2,25271,0.86
58,1,1,58,3,2,6,2,1,1,1,25271,1.46
58,2,2,3,2,2,7,2,4,5,2,25143,0.48
58,2,2,58,2,2,4,2,2,3,1,25143,2.50
58,2,2,11,1,2,3,2,4,1,2,25118,1.38
58,2,2,58,3,2,4,2,1,1,2,25106,1.16
58,2,2,58,1,2,2,2,4,1,2,25071,1.89
58,2,2,18,3,2,7,2,1,3,2,24910,0.43
58,2,2,58,2,2,5,2,1,4,1,24801,1.00
58,2,2,58,1,2,4,2,1,3,1,24701,0.99
44,2,2,44,3,2,5,2,1,5,2,19468,1.44
44,2,2,40,2,2,7,2,1,5,1,19465,0.38
44,2,2,44,3,2,4,2,1,1,1,19460,1.00
44,1,1,44,1,2,1,2,3,1,1,19460,0.40
44,2,2,44,2,2,1,2,4,1,2,19348,0.65
44,2,1,19,2,2,5,4,1,5,1,19342,2.72
44,2,2,44,2,2,7,3,1,3,1,19151,0.68
44,1,1,44,2,2,2,3,2,4,2,19149,0.30
44,2,2,45,2,2,5,1,1,3,1,19149,2.95
44,2,2,45,2,2,4,3,1,3,2,19149,1.21
44,2,2,37,3,2,3,2,4,4,2,19147,0.80
44,1,1,44,3,2,4,3,1,4,1,19144,2.08
44,2,2,44,2,2,2,3,1,3,2,19143,2.34
44,1,1,6,2,2,2,4,1,1,2,19142,3.31
44,2,2,44,2,2,3,3,3,3,2,19138,0.31
44,2,2,44,2,2,1,3,2,1,2,19134,0.59
44,2,2,44,3,2,3,2,1,4,1,19129,1.09
44,2,2,44,3,2,4,3,1,3,1,19126,1.89
44,2,2,44,2,2,2,1,3,4,1,19124,0.09
44,2,2,44,2,2,1,3,1,2,2,19120,1.67
44,1,1,18,3,2,3,2,1,4,1,19119,1.09
44,2,1,44,2,2,3,3,1,3,1,19111,2.83
44,2,2,40,3,2,3,2,1,4,2,19104,1.18
44,2,2,44,3,2,3,1,1,2,2,19090,3.06
44,2,2,44,3,2,2,2,1,4,2,19087,1.60
44,2,2,44,2,2,1,4,1,3,1,19082,3.36
44,2,2,10,2,2,3,2,1,4,2,19061,1.18
44,2,2,44,2,2,3,2,1,1,1,19044,1.50
44,2,2,44,3,2,1,1,1,3,2,19044,2.33
44,2,2,11,3,2,1,2,1,4,2,19026,1.01
44,2,2,44,2,2,4,2,1,1,2,19021,0.72
44,1,1,3,2,2,2,2,2,4,1,19014,0.96
44,2,2,44,3,2,2,3,2,1,1,19013,0.83
44,2,2,44,1,2,1,3,1,5,2,19013,2.74
44,2,2,44,3,2,1,2,1,1,2,19007,0.88
44,2,2,44,3,2,3,2,1,1,1,19007,1.50
44,2,2,44,2,2,5,2,2,2,1,18974,1.70
44,2,2,44,2,2,5,2,4,3,2,18705,0.89
44,2,2,44,2,2,4,2,1,1,1,18603,1.00
44,2,2,40,2,2,4,2,4,3,2,18518,0.64
44,2,2,44,2,2,5,2,1,2,1,18518,0.96
44,2,2,44,3,2,7,2,1,5,1,18509,0.38
44,2,2,44,1,2,5,2,2,2,1,18447,1.70
44,1,2,40,2,2,4,1,1,1,2,18407,1.80
